"V1"	"V2"	"V3"	"V4"	"V5"
"1"	0.0308182475954729	0.0000000000000000000000000000000000000000000000110179090912026	0.000260757294976072	0.0160435189618735	0.00313990052380832
"2"	0.0204234864125774	0.00168161055784229	0.0220022174571327	0.00465352161837175	0.0000000000000000000000139638899623418
"3"	0.00000000000000000000000125539546732247	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000221195336849114	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000085575483387626	0.0343829920479334	0.0000000000000000000000000000205616901393172
"4"	0.00895111146959382	0.000000000000000000000000000000000000000000000000000000000021198737015407	0.00287206046590853	0.00888725806269648	0.0573913717770525
"5"	0.0333921576334487	0.0128626607561782	0.0013312978168181	0.000000000000000000000000000000000000000000000000000000000000000000000000000137601615843483	0.0076103659051125
"6"	0.0178957072952124	0.0170563129102576	0.0143692716636132	0.00312809404780978	0.00732897276188389
"7"	0.00176951205277942	0.0255986994964376	0.0293780077950173	0.0000000000000000000000000000000000000000000000000000000000000000000000000000204470437876447	0.000000000000000000000000000000000000000000000000360161314338864
"8"	0.00416833803575408	0.0231242773565991	0.0241540576002588	0.00000000000136244380412234	0.00000000000000000718892731052686
"9"	0.020203338003481	0.00173695690507543	0.0000000000000000000000000000000000000000000000000000000000000000106171406909377	0.00000000000000000000000000000000000000276959702946879	0.0186227640907399
"10"	0.0175463818369822	0.00475042077047589	0.00000000000000000000000000000000000000000000613689119199163	0.0000000000000000000000000000000000000000000000000000263565285816856	0.0506134947450882
"11"	0.0158543356434161	0.00000000377655936728493	0.00603120292751508	0.0413982828551846	0.000000000000000000000179648863319843
"12"	0.0000000215680579120901	0.0141954225777377	0.00232930267914126	0.0113658914013477	0.00617654653596392
"13"	0.00000000000000000000000000000000000000000021175298353028	0.00884502247111458	0.00310696595947483	0.00134775252695046	0.0211825997437552
"14"	0.0119629013385076	0.0148113180706842	0.00000000000000000000000000000000000000000000000000000000000235020118755039	0.0365374882287751	0.00656231916476027
"15"	0.00000000000000000000000000000000000000000000000000000188430339778376	0.0225925843296271	0.0111907552287172	0.0172359837622542	0.00545859569896308
"16"	0.0195117095687801	0.00967835239066096	0.00369820579301739	0.000718650163329551	0.0250478639734229
"17"	0.0183390520779388	0.0184545154637614	0.0076998262072424	0.000000000000000000000000000000000000000000000000000000000000000000344096950700452	0.00109303539376004
"18"	0.059826603840277	0.0130223590141092	0.00000000000000000000000000000000368264985369433	0.000000000000000000000000186964414847866	0.0000000000000000000000000000000000000000000000000535883676158334
"19"	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000638540480276614	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000282812897846138	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000683605909758289	0.0237715004121019	0.0244186240597335
"20"	0.000000000000000000000000000000000536762916217539	0.000000000000000000000000000000000000000000000000000000000006162959743328	0.00346739025018867	0.0150115988940233	0.0236199390386468
"21"	0.00692616045552625	0.0187669143690231	0.00292453309417882	0.0107842428539939	0.0125264814188083
"22"	0.00419138042045954	0.0197152582058506	0.00550073098218949	0.0150612001863284	0.00000000000000000000000000000000000000000000000000000000000000000000979808355318975
"23"	0.000000000000383455261726921	0.00847730037137509	0.00170866004959406	0.00330224504256072	0.0198504651675315
"24"	0.000000000000000000000000000000000000537604125221043	0.0162327195593252	0.018556952268727	0.0107523872022967	0.00250646640047781
"25"	0.0000000000000000000000000000000000000000000000000000000000000000000334074968730218	0.021247559156449	0.023640759111215	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000323187573363295	0.00000000000000000000000000000000000000000000000000000810066492092492
"26"	0.0200747044210622	0.000000000000000000145471800230869	0.000282585821750022	0.0113279609535017	0.00892879880452747
"27"	0.0162480266372686	0.013643805361994	0.00000173122272526316	0.0000000000000000000954742562554065	0.0174129106127359
"28"	0.0280811596103915	0.0120963993551695	0.0710265727601847	0.00826893839646049	0.0176642650249206
"29"	0.033411503922094	0.0000000000000000000000000000150260700952833	0.0111953318690012	0.00778549367578417	0.00786201131851206
"30"	0.000293996510109439	0.0000000000000000000000000000000000484118392722382	0.0136865563495412	0.0265405721227248	0.000000000000000000000000000000000000000000000000000000000000000000140440036927816
"31"	0.0300523652929618	0.0167962861580984	0.0000000000000000000000000754360097673795	0.0226374893623657	0.000000000000000000000000000000000000438908856390626
"32"	0.00251109294213427	0.00142903067614756	0.0177124081430092	0.0122827253046861	0.00114262053169855
"33"	0.000000459896083455283	0.0148811612972952	0.0117314375629138	0.00770159966820557	0.0207989628421654
"34"	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000673849168542652	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111486999160412	0.0418531242568004	0.00000000651336971231559	0.00512785147157436
"35"	0.0000705660643573388	0.0122024195286872	0.0189000668141703	0.00971144013143364	0.0111818000761438
"36"	0.00246958816960275	0.013548182335238	0.0155489526531268	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000633567143123418	0.0073298463613664
"37"	0.0000000000000000000000000000000000000000000000000000000000000000000000000446143807787551	0.0224580843948522	0.000000000000072705073008597	0.0123330213547282	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000139082876698264
"38"	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000151764747523448	0.00000000000000000000000000000787706676276997	0.0218704577788599	0.0000000000000000000000000000000000033302017314996	0.0203904391296956
"39"	0.0206461165742435	0.000000000000000000000000000000000147099063118784	0.0244814019802323	0.000000000000000000000000000000000000000000000000000000000000000000167230271846995	0.0324171716414679
"40"	0.0000000000000000000000000000000388057738219854	0.0000000000000000000000000000520458767795737	0.0240806475996369	0.0000000000000000000000000000000000000000000000000000000000506183918735367	0.0420095331904864
"41"	0.00267562902103541	0.0238431419056217	0.00161767383103095	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000386312366871515	0.0190413426380918
"42"	0.0340173677192041	0.00577454313092699	0.00935317213163846	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000208586903159465	0.000570777738888477
"43"	0.00509290754803292	0.00232052926523361	0.00000000000000000000385425259139297	0.0193824128674422	0.00917330834301588
"44"	0.00000000000000000000000000000000000000000000000000000000000730529297737228	0.000247459184855548	0.0139710504157955	0.0157432583349563	0.00941323118826307
"45"	0.017021669366048	0.0115587727161047	0.0000000771962957045664	0.0137774012422925	0.001292060918236
"46"	0.000000000000000000000000000000000000000000000000000279605354226591	0.0090859385927207	0.00846867149242039	0.0109572878080207	0.0184541014558905
"47"	0.000000000000000000000000000000000000000000000000000000000000000000000000000000195742896008325	0.0391193711157025	0.0000000000000000000000000000000000000000000000000000747709422242179	0.0258889561414135	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104923121033388
"48"	0.010709420565459	0.0011459481380038	0.0130072680870517	0.0108148827932816	0.00536201327748143
"49"	0.000000000000000000000000000000000000000000000000000000000000000000000000128329139545519	0.0105740631889596	0.00000000000000000000000000000000000000262596939332634	0.0299103934446748	0.0292873891253821
"50"	0.00354612755266793	0.0139462742219071	0.00526183649293451	0.0290241057253837	0.000000000000000000000000000000000000000000030319213125299
"51"	0.0000000000000000408899780852179	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000380593875628287	0.0291914194166583	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000120848029946276	0.00683296099884141
"52"	0.052328354700361	0.0308106443786621	0.00952615635654074	0.00287926840572541	0.000000000000000000768800617734191
"53"	0.0247677692516673	0.000368389355553772	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000151744185700818	0.00817850149864689	0.00768463292207006
"54"	0.00982181646340257	0.000125400714108463	0.0165425502539225	0.0100552446023499	0.0000110182534133463
"55"	0.0192339853294001	0.0057850777977009	0.0199046158203856	0.00000453680980648965	0.00560199024423335
